course_code,title,credits,type_name,objective,teaching_methods,content,learning_material,teaching_method,qualifications,employer_connections,exam_schedule,international_connections,workload,content_scheduling,course_information,further_information,evaluation_scale,unit_title,teaching_method_online,teaching_method_contact,min_seats,max_seats
TZLM2300-3067,Math2 Functions,3.0,Realization,"Course purpose

During this course you will expand the range of mathematical tools needed in your studies in the field of technology by studying the notion of a function and the use of functions in modelling different phenomena.

Course competences

EUR-ACE: Knowledge and understanding 
You have the knowledge and understanding of mathematics and other basic sciences underlying your engineering specialisation, at a level necessary to achieve the other programme learning outcomes.

Learning outcomes

After completing this course you know the notion of a function, recognise the type of a given function and understand the properties of different kinds of functions.","Weekly contact/online lessons and weekly homework exercise, independent studying from theory material (literal and videos), exams.","- The notion of a function and the notation related to functions
- Logarithmic functions and equations
- Exponential functions and equations
- Trigonometric functions: the sine curve
- The use of functions in modelling
- Piecewise defined functions
- Combined functions
- Inverse functions
- Limit of a function",Free openly licensed textbooks will be used. Links will be shared in the learning environment Moodle.,Contact,You are able to simplify polynomial and rational expressions. You understand the notion of an equation and common principles to solve equations.,,Times of the exams will be given in the first lesson of the course.,"approx. 30 h for lessons and exams
approx. 50 h for independent studying.",,,The course offers good mathematical competencies for studies in other fields than technology. The course is also offered in the open university of applied sciences.,,0-5,School of Technology,0.0,3.0,20.0,35.0
TTC6520-3002,Software Exploitation,5.0,Realization,"The student knows the most common application vulnerabilities and how they affect new and existing applications. The student is also able to find, exploit and fix common application vulnerabilities. The student is also familiar with safety mechanisms built into modern operating systems to make exploitation more difficult.

Competences
EUR-ACE: Knowledge and understanding 	
EUR-ACE: Engineering practice ","- lectures
- independent study
- distance learning
- webinars
- exercises
- learning tasks
- book","The course will cover most common application vulnerabilities, what causes them, how they are exploited and how to fix or mitigate them. Basic knowledge of C or C++ and data structures and algorithms is required. Knowledge of one scripting language (e.g. Python) is recommended.",Materials in the e-learning environment and a book: Hacking : the art of exploitation 2nd edition,Both,"Basics in programming, Data structures and algorithms",,"No exam, assessment is based on assignments.",,"One credit (1 Cr) corresponds to an average of 27 hours of work.

- lectures 15 h
- demos and walkthroughs 15 h
- assignment 45 h
- independent study 55 h
Total 135 h",,,Points from lab reports. No exam.,0-5,School of Technology,4.0,1.0,0.0,35.0
TTC8830-3003,Graphics Programming,5.0,Realization,"Purpose:
In the Graphics Programming Course, you will learn the basics of real-time 3D graphics and programmable pipeline programming. The course aims to provide students with a comprehensive understanding of computer graphics, including how to develop and implement 3D graphics applications that are both visually appealing and interactive.

Throughout the course, you will learn about the key concepts of computer graphics, such as geometric transformations, shading models, and rasterization. You will also learn how to program graphics pipelines using modern, high-level graphics APIs such as OpenGL and Vulkan, and how to utilize modern graphics hardware to render 3D scenes in real-time.

In addition, the course will cover fundamental topics such as lighting, texturing, and object-oriented graphics programming, enabling you to develop complex, visually rich 3D applications. You will also gain an understanding of how to use graphics frameworks and libraries to accelerate the development of your 3D graphics applications.

EUR-ACE Competences:
Knowledge and Understanding
Engineering practice
Communication and team-working
Multidisciplinary competences
Engineering practice
Investigations and information retrieval

Learning outcomes:
Throughout the course, you will work on hands-on programming assignments, creating your own 3D graphics applications and learning to debug and optimize your code. By the end of the course, you will have a deep understanding of real-time 3D graphics and the skills needed to develop and deploy high-performance graphics applications.","- lectures
- independent study
- distance learning
- small group learning
- exercises
- learning tasks",The course covers modern graphics programming using OpenGL. The course discusses topics such OpenGL Shading Language (GLSL) and modern OpenGL programming pipeline.,Materials in the e-learning environment.,Online,"Basics in programming, Data structures and algorithms, Object-oriented programming.",,The possible date and method of the exam will be announced in the course opening.,,"One credit (1 Cr) corresponds to an average of 27 hours of work.

- lectures 50 h
- assignment 55 h
- independent study 30 h
Total 135 h",,,,0-5,School of Technology,5.0,0.0,0.0,35.0
TTC8850-3003,Future IoT Technologies,5.0,Realization,"Course objectives
In the course, you will learn how to use advanced new technologies, such as artificial intelligence, in the implementation of IoT systems. You get to know different neural networks and understand their basic parameters.

Competences:
EUR-ACE Knowledge and Understanding
EUR-ACE Engineering Practice


You know the architectures of neural networks and understand their application areas. You know how to make a Q-table of basic neural network design and implementation in practice. You know what the RL agent does and you know how to train the agent to make it work optimally. You understand the difference between On-Policy and Off-Policy algorithms and know how to use information to select an algorithm.",,"Comparison of neural networks (RL, Supervised, Unsupervised )
Keras, Pytorch and other algorithm-based neural networks
RL agent and environment
Exploitation and exploration
Reward and hyperparameters
Basic neuromath and activation functions
Policy gradient method and value based learning
Bellman equation and its demo (Q-learning)
Pytorch, PPO algorithm and demo",,Online,Johdanto IoT-järjestelmiin,,,,,,,,0-5,School of Technology,5.0,0.0,0.0,35.0
TTC8450-3003,Mobile Application Development,5.0,Realization,"Purpose:
After completing this course you will know and understand the possibilities of different mobile technologies to implement applications that work on mobile devices using a web technologies. You will be able to start working as a developer of mobile applications built with web technologies.

EUR-ACE Competences:
EUR-ACE Engineering practice 
EUR-ACE Knowledge and Understanding

Learning outcomes:
You will recognize the different types of web-based mobile applications, their special features and use cases. You know how to design and develop mobile applications using modern web technologies.","Lectures, exercises, research assignment. Can be studied virtually.","Thinking from an idea to a mobile application
Presentation of different mobile technologies
Setting up a programming environment
Implementation of mobile applications using modern web technologies:
- hybrid applications
- native applications implemented with web technologies
- progressive web applications (PWA)
Publishing applications",Course material in GitLab / LabraNet service,Contact,"Basic IT skills, JavaScript programming",,,,"Lectures 25h, exercises 80h, research assignment 30h",,,,0-5,School of Technology,0.0,5.0,0.0,35.0
TTC8820-3004,Concurrent Programming,5.0,Realization,"Purpose:
In the concurrent programming course, you will learn about topics such as threads, synchronization, inter-process communication, parallel programming, and distributed systems. You will develop skills in designing, implementing, and debugging concurrent programs, and discover techniques for improving performance and avoiding common pitfalls. Additionally, you will gain knowledge about concurrency models, locking, scheduling, message passing, and concurrency testing. The course will also offer hands-on programming assignments, which will allow you to develop and analyze concurrent programs using various programming languages and tools.

EUR-ACE Competences:
Knowledge and Understanding
Engineering practice
Communication and team-working 
Multidisciplinary competences
Engineering practice
Investigations and information retrieval

Learning outcomes:
Upon completion of the concurrent programming course, you will be able to:
- Design, implement, and debug concurrent programs that make efficient use of modern computer hardware.
- Understand and apply concepts related to threads, synchronization, inter-process communication, parallel programming, and distributed systems.
- Identify and avoid common pitfalls of concurrent programming, such as race conditions and deadlocks.
- Evaluate and compare different concurrency models, locking mechanisms, scheduling strategies, and message passing techniques.
- Keep up-to-date with the latest trends and developments in the field of concurrent programming, and continue to learn and experiment with new tools and techniques.","- lectures
- independent study
- distance learning
- small group learning
- exercises
- learning tasks","The course covers concurrent programming concepts and methods. The covered topics are modern threading API, synchronization, mutexes, dead locks, race conditions and best practices in concurrent and parallel programming. The student is aware of the varying parallelization mechanisms.",Materials in the e-learning environment.,Contact,"Basics in programming, Operating systems, Data structures and algorithms, Introduction to Internet technology.",- projects,The possible date and method of the exam will be announced in the course opening.,,"One credit (1 Cr) corresponds to an average of 27 hours of work.

- lectures 50 h
- exercises 15 h
- assignment 40 h
- independent study 30 h
Total 135 h",,,"Compulsory attendance to the lessons. Part of the assessment is based on attendance.

Helping other students with their assignments earns extra points for the grade.",0-5,School of Technology,0.0,5.0,0.0,35.0
TZLM7050-3010,Applied mathematics: Vectors and Matrices,3.0,Realization,"Objective of the course
Vectors and matrices is one of the alternative courses in applied mathematics. In this course you focus your skills on particularly mathematics needed in 3D programming but after completing the course you will also identify other ranges of uses for vector and matrix calculus in the field of information and communication technology.

Course competences:
EUR-ACE Knowledge and Understanding
- knowledge and understanding of scientific mathematical principles in information and communication technology
- knowledge and understand of engineering sciences in one's own field of specialisation on a level that makes it possible to also reach the results in the degree program, including a view on the future requirements in one's own field.
EUR-ACE Engineering Practice
- understanding of the applied techniques and methods as well as their limitations","Weekly contact teaching, tutorials, independent work.

Weekly exercises to be returned
Weekly tests in the learning environment
Lecture videos are available for independent study","Notion of vector, basic operations, dot product and cross (vector) product, vector projection, defining line and plane by vectors, definition of matrix, basic operations, determinant, inverse matrix (rotation, scaling, transfer), orthogonal matrix, homogeneous coordinates, transformations between coordinate systems. Applications of concepts and operations in particular in 3D programming but also in other fields of information technology.",Literary and video material distributed by the teacher in the learning environment.,Contact,Osaat suorakulmaisen kolmion trigonometrian.,,"There are the course exam and its two resits.
The dates of the exam and retakes will be published in the learning environment at the beginning of the course.

The course will end by retake two. After this date, course exercises are non-returnable and incomplete courses must be re-taken in their entirety at the next course implementation.",,"The estimated workload of the course is 3 cr * 27 h/cr = 81 h.
Contact teaching and guiding approx. 30 h
Returnable weekly exercises 6 x 4 h = 24 h
Weekly tests 6 x 2 h = 12 h
Independent study and exam preparation 12 h
Examination 3 h",,Opintojakso on esitietovaatimuksena Graphics Programming - ja Game Engine -opintojaksoille.,"The course is assessed by exam, returnable weekly exercises and weekly tests. These exercises will be graded.

For successful course completion at least half of the maximum points for the whole course and at least one third of the maximum points from the examination are required.",Pass/Fail,School of Technology,0.0,3.0,0.0,35.0
ZZPP0420-3158,ICT-valmiudet,3.0,Realization,"The objectives of the course
Upon completion of this course you know how to use information and communication technology with your studies. You have a basic knowledge of immaterial rights, information security, data privacy and their impact on your studies and work life. You can use the office software such as word processing, presentation graphics and spreadsheet calculating diversely. You can participate and create network meeting and use the teamwork tools.

Course competences
Ethics
Operating in a workplace
Business competence

The learning objectives of the course
You have basic knowledge of immaterial rights, information security, data privacy and their impact on your studies and work life. You can use the office software such as word processing, presentation graphics and spreadsheet calculating diversely.","Opiskelet itsenäisesti käyttämällä Zoom - sovellusta. Osallistut mahdollisuuksiesi mukaan etäkontakteihin ja/tai Kontaktit ovat webinaareja, jolloin voit saada opastusta oman tietolaitteen käyttöön. Mac - laitteiden käyttäjät joutuvat etsimään tietoa melko itsenäisti.

Teet etäkontaktien välillä itsenäisesti harjoitustehtäviä. 

Opintojakson aikana voit tehdä itsellesi ICT - taitojen käsikirjan, jota voit hyödyntää opinnoissa ja muissa tehtävissä. Etsit tietoa netistä, teet harjoitustehtäviä tai mahdollisesti ryhmätehtäviä.","In Basics of ICT module you will study the basic concepts of information and communication technology. You will also study basic concepts of immaterial rights, ergonomics, the environmental impact of ICT and Microsoft Teams as a communication and cooperative tool.
In Word Processing module you will study the key functions of word processing software to enable drawing up of documents conforming to document standard and reports conforming to the JUAS reporting instructions. 
In Spreadsheet module you will study the software key operations, most common functions and charts and their practical usage.
In Presentation graphics module you will study how to use a presentation graphics software to prepare a high-quality presentation. You will also study how to control and edit the presentation by using the master slides.

The course may also include on a degree program specific basis other key information technology sectors required for field-specific skills.","Hyödynnät netin materiaaleja, Ms Office - oppaita ja opintojakson työtilan videoita ja ohjeita. Voit laatia itsellesi oman it-taitojen käsikirjan.",Online,-,,Opintojaksolla ei ole tenttiä. Vapaaehtoinen alkukoe on etänä torstaina 21.9.2023 klo 16.,,"Kontakteja 16 tuntia, itsenäisiä tehtäviä ja harjoituksia 65 tuntia. Työtä yhteensä 81 tuntia.","Noin joka toinen viikko on etäkontaktit, joiden välisenä aikana teet itsenäisesti harjoitustehtäviä ja -töitä.","The course can be accredited if the previous course is completed in JUAS within the last 3 years. The excerpt of the study card must be included with the accreditation documents. The documents and the instructions are available on JUAS For students web pages.

If the student have no prior credits or degree directly from JUAS, the student will also create the JUAS reporting model in addition with the accreditation documents. Also the student will include a separate document formatted according to the SFS2487 standard document covering the description of the content of the previous ICT course/courses. This is done in order to verify the content of the previous course/courses.",Hyväksytyn suorituksen saadakseen opiskelijan on palautettava sovittu määrä ja riittävän hyvin tehtyjä harjoitustehtäviä ja -töitä. Asiasta tiedotetaan opintojakson aikana.,Pass/Fail,School of Health and Social Studies,3.0,0.0,0.0,85.0
HTGP0100-3004,Usability and User Centric Design,3.0,Realization,"The purpose of this course:
Have you ever had the experience of using a program that has had features that were annoying, or could have been done so much better?

Difference between good and excellent products is often usability and user experience (UX). In order to develop a first class software, users should be involved throughout the design and implementation processes.

In practice, the point of this course is the basics of usability - definitions, psychological heuristics, character laws etc. These apply to both web-applications and games - and of course to all other artifacts. Various design and evaluation methods are tested, from card sorting to user testing. The user-driven design package then focuses on assessing user needs, and the methods that support them. Keywords include the following:
- User-centered design processes and techniques
- User experience
- Usability
- Basics of cognitive psychology
- Usability testing

Course competence: 
After completing this course, you will have knowledge about the user-centered design, the basic concepts of usability and cognitive psychology. You understand the framework of user-centered design processes and know different methods and techniques. You know the components and principles of usability and can apply that knowledge to the real world situations. You are able to conduct usability testing using various methods.","The course will be conducted as contact studying at Jamk's campuses.
There will be lectures, in which the students will learn the basic theory of the course's subjects, and practical assignments which allow the students to try out the things they have learned in practice.",In this course you will get acquainted with the basic principles and theory of software usability and user centric design.,"Material will be provided by the teacher during the course, which can be found online through the Moodle-workspace.",Contact,,The course might have visiting lecturers and possibly an excursion (virtual or physical).,"The course has a final exam, and up to two more resits will be arranged if needed.",,"One credit corresponds to an average of 27 hours of work, which means that the load of 3 credits is approximately 81 hours.
The 81 hours will divide roughly in the following:
Lectures: 21 h
Exam: 3 h
Individual work: 57 h",,,Open UAS spots: 5 included in the total capacity,0-5,School of Business,0.0,3.0,20.0,45.0
HTGP0220-3003,2D Graphics,5.0,Realization,"The object of the course
Do you want to deepen your knowledge and skills in creating 2D graphics for a game? The course lets you in on how to improve on your skills when creating assets for advanced games utilizing 2D graphics.

After completing this course, you will be prepared to work as 2D artist in any game development project.  You will be further introduced to most important tools and techniques for 2D graphic creation.

Course competences
Systems and methods in ICT
Game production competence

The learning objectives of the course
The student who completes the course is able to produce more complex graphical assets for a 2D game using his or her own designs, as well design UI elements and produce background assets. The student understands principles of visual design as a part of game development and design.

The student learns further techniques, tools and methods for producing assets. The student is able to work in game development team to design and produce technically valid assets.","Description is subject to change, UPDATES MAY OCCUR.

The primary mode of delivery is a combination of in-class activities on campus and on-line lectures. The lectures will be recorded to support opportunities for 24/7 learning. The in-class activities deepen the learning in the forms of tutorials, individual and group works, reflection and guidance.","In the course you will be introduced to advanced software and hardware tools, technical requirements and workflow for creating 2D and UI assets in a game development project.",,Contact,"Basics for Digital Media and Basics of 2D Game Art courses (or similar) are required to be finished to attend this course. If you have not passed these courses, you need to provide sufficient evidence about the skills required.",,,,"One credit corresponds to an average of 27 hours of work, which means that the load of five credits is approximately 135 hours. The load is distributed in different ways depending on the course implementation.",,,"Open studies 2
Edufutura 3",0-5,School of Business,0.0,5.0,20.0,30.0
ZZPP0520-3223,Development as an Expert,5.0,Realization,"During the course you will be prepared for studies at University of Applied Sciences and become part of the study and operating environment. You will find information about  studies and professional options in your field. You will learn to evaluate your skills, set professional goals, make choices in your studies and put them into practice. You will be prepared for a job search and will be aware of opportunities for further studies. You can evaluate, develop and maintain your well-being.","The primary mode of delivery is a combination of in-class activities on campus and on-line lectures. The lectures will be recorded to support opportunities for 24/7 learning. The in-class activities deepen the learning in the forms of tutorials, individual and group works, reflection and guidance.

A blended model:
- The course can also contain project based learning, learning tasks, knowledge tests, topic specific focus teaching, database use for challenges/problems/tutorials (problem based learning)","1st year:
You do the pre-assignments. You attend the orientation days and info sessions. You attach to the studies and community. You recognize the factors that sustain your well-being and know the guidance services of JAMK. You get to know yourself as a university level student and start to build your own study and career plan (PLP) with the guidance of your teacher tutor. You are able to operate in the learning and operating environments of JAMK, knowing your rights and responsibilities as well as ethical guidelines.

2nd-4th year:
You update your study and career plans and have an annual PLP discussion with your career tutor. You assess your skills, set professional goals for yourself, and take them into account when planning your studies. You will be prepared for a job search and be aware of career and postgraduate opportunities.

The course includes guidelines for reporting skills organized by the Language Center.","Learning material:
- Databases in the learning environment
- Materials in the learning environment",Contact,-,,,,,"General scheduling:
- 2 hours per week for lectures (specified weeks)
- 2 hours per week for in-class pop-ups activities
- 1 hour HOPS discussions",,Open UAS 10 (are included in the total capacity (spots),Pass/Fail,School of Business,0.0,5.0,20.0,40.0
HTGP0050-3007,CMS Basics,3.0,Realization,"The object of the course
More than 60% of the web pages on the internet run on some sort of web content management system and you can create almost any website imaginable with web content management system. Best part is that you don’t need to know any programming languages to achieve that! 

CMS Basics is a crash course towards understanding on what the basic building blocks of web content management systems are and how content is managed on the internet. After completing this course, you will know how to build complex websites and services by using a web content management system. 

Course Competences
Business competence
Systems and methods in ICT
Learning and information management competence

The learning objectives of the course
You will understand how a web content management system works. You will apply your knowledge to create, update and remove content from content management system. You understand different levels of user accounts and their privileges. You will apply your knowledge to customize the content management system with different themes and related tools to your liking or to specifications. You will understand different media file formats, and their properties, used by content management systems and how the affect the whole ecosystem from end users to the content management system to the maintainer.","The implementation utilizes reverse learning and project-based learning. In addition to independent study, you will work in small groups to build a WordPress site.
You will receive feedback on your performance by attending lectures, workshops, and submitting learning assignments. If needed, you will receive individual guidance during contact sessions.
Your skills will be assessed through submitted assignments and knowledge tests. As a group, you will submit the website, which will be evaluated.","What different web content management systems are there
What different parts do they usually have
WordPress, and how to use it including media uploading, content creation and modifying its themes",Documentation. (N.d.). WordPress.org website. https://wordpress.org/documentation,Contact,-,,"This implementation doesn't include an exam. Every student creates a WordPress website alone or in a group, which is presented in the last lecture.",,"One credit corresponds to an average of 27 hours of work, which means that the load of three credits is approximately 81 hours.",,,Avoin amk 10 (included in the total capacity),Pass/Fail,School of Business,0.0,3.0,20.0,100.0
HTGP0110-3006,Basics for Digital Media,5.0,Realization,"The object of the course
Are you familiar with different digital media types? Do you want to know how to edit, design and create assets for various projects? Basics for Digital Media course gives you a jumpstart on various tools and methods to help you create and design.

Course competences
Business Competence
Software Engineering Competence
Systems and Methods in ICT

The learning objectives of the course
The student who completes the course understands the basic tools, methods and concepts of different types of digital media. The student is able to define and choose a correct media format for a task at hand. The student understands the meaning of digital media to the application development, visual design and to the usability. 

The student learns how to use specific application tools, as well as understands the informational aspects of the visual communication.

The student learns the importance of client requirements. The student is able to work and produce technically correct material according to given instructions.","The primary mode of delivery is a combination of in-class activities on campus and online lectures The in-class activities deepen the learning in the forms of tutorials, individual and group works, reflection and guidance.","In the course you will be focused on the basic concepts related to digital media: file types, working tools, visual communication, visual design and editing. Application software and tools used are the ones most commonly used in professional visual design and communication.",,Contact,-,,"No exam on the course, but mandatory assignments.",,"One credit corresponds to an average of 27 hours of work, which means that the load of five credits is approximately 135 hours. The load is distributed between online lectures and working on assignments.","Weekly lecture (max 1 h 30 minutes) combined with lab work session (1 h 30 minutes) in a small group of max 25 students, Mac classroom.",The course can be included in various study modules in the area of ICT. These kind of modules may be of type diplomas or other life-long-learning study modules.,Avoin amk 20 (sisältyy max-paikkoihin.),0-5,School of Business,0.0,5.0,20.0,100.0
HTGP0290-3003,Mobile Game Programming,5.0,Realization,"Objectives (goals):
The objective of this course is to understand the differences between mobile and other game development. The student will learn basics of developing mobile games with game engine middleware and optimize it for a variety of mobile devices.

This course familiarizes you with building and optimizing your games to mobile environments.

Learning outcomes:
After completing this course, you will understand the special requirements for mobile games development and practical technical skills on developing them.

Course competences:
Game production competence
Software engineering competence","The primary mode of delivery is a combination of in-class activities on campus and online lectures. The lectures will be recorded to support opportunities for 24/7 learning. The in-class activities deepen the learning in the forms of tutorials, individual and group works, reflection and guidance. However, if the COVID-19 or other similar situation requires the learning will be supported by on-line tutorials and activities.

A blended model:
- The course can also contain project based learning, learning tasks, knowledge tests, topic specific focus teaching, database use for challenges/problems/tutorials (problem based learning)","Have you ever wanted to make your game run a mobile platform?

Mobile games market has skyrocketed to a massive industry and most of us have played some mobile games. They are often smaller in scope than traditional desktop games and therefore faster to develop. However, mobile games also have their own special needs to take in account in development.

The course will focus on developing mobile games with selected game engine middleware. We will learn to create games of our own and optimize it for a variety of mobile devices.","Public learning materials:
- Unity (mobile) Platform development manual: https://docs.unity3d.com/Manual/PlatformSpecific.html
- Unity API: https://docs.unity3d.com/ScriptReference/index.html
- Unity manual: https://docs.unity3d.com/Manual/index.html
- C# programming guide: https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/

Other learning material:
- Databases in the learning environment
- Materials in the learning environment

Practicalities and used tools:
- C# (or C++) as the programming language
- Visual Studio (or similar) as the IDE
- Unity (or Unreal Engine) as the Game Engine
- Git as the Version Control System (GitHub as the location)
- Extra reading materials can be found from the web and Books24x7
- Tutorial materials can be found from the web and YouTube
- Zoom is used for lectures
- Teams and email are used for official communication
- DiscordApp / WhatsApp / other comms are used for questions, answers and discussions",Contact,You need to posses advanced skills in game programming and game engines and therefore this course is not for you are not familiar with modern game development.,The course might have visiting lecturers and possibly an excursion (virtual or physical).,"There is no exam on this course. Every student reserves a 30 min evaluation slot where they will show the task and project results (portfolio) to verify the skills and knowledge required to pass the course. The evaluation will be carried out with 1-on-1 conversations together with the course teacher. The reservation of the evaluation slots will be made possible through the learning platform.

During the last 2-3 weeks after classes will be reserved for the 1-on-1 evaluations. Students can use this time to make games in voluntary game projects.",,"One credit corresponds to an average of 27 hours of work, which means that the load of five credits is approximately 135 hours. The load is distributed roughly the following way:
- Lectures: ~26h
- In-class activities (demos): ~26h
- Tasks (weekly and other), module projects and lecture preparations: ~53h
- End task / portfolio preparations: ~20h","General scheduling:
- 2 hours per week for mandatory lectures (in-class or virtual)
- 2 hours per week for mandatory in-class activities (demo lectures)",,"Avoin amk 2
EduFutura 3",0-5,School of Business,0.0,5.0,20.0,41.0
HTGP0470-3003,FF Ticorporate Demo Lab 2,20.0,Realization,"The object of the course
Understanding how to work with multiple persons in agile environment is crucial for everyone in the ICT-field. During Ticorporate Demo Lab 2 you will work with a small to medium sized team towards finishing a product demo from a concept (that is developed in tandem on Ticorporate DemoLab 1 course). At the end of the course the product demo is presented to peers, business information technology lecturers and industry professionals. This product demo is either a game or a software. 

You will work in a designated role within the team. Roles consists from project management (product owner, scrum master) and a productive role (or multiple) (tester, programmer, businessperson, audio or graphics developer, etc based on project needs). You will also make a career portfolio, which contents mirror your roles and accomplishments during the course. 

Course Competences
Business competence
Software engineering competence
System and methods in ICT
Cross-disciplinary competence in games
Game production competence
Software development competence
Specialization in ICT 
Ethical competence
Internationalisation and communications competence
Learning and information management competence
Entrepreneurship, innovation and working community competence 

The learning objectives of the course
When you complete this course, you are able to work in a designated productive role within a scrum team working on a product demo. You know how to apply agile processes in practice to a software or a game project. You know how release a product demo. You know how to build a personal career portfolio.","You will work in groups in a specialized role to create a software project. Every participant gets to utilize the skills they have acquired during their previous studies, and learn more about software project work in practical environment. The participants will take care of everything from the initial designs all the way down to publishing.","In the course you will work independently on an agile team that works on a product demo. You will be working in a selected roles from a practical standpoint. 

During the course there will be lectures that apply to your selected roles.",,Contact,"Understanding of project management, project processes and software engineering. Completed basic studies of own field. Knowledge of at least one of these

- Technological skills (e.g. programming, testing, infrastructure)
- Content production skills (e.g. 2D/3D/SFX/Level Design/UI design)
- Business skills (e.g. marketing, sales)

Collaboration Tools -course needs to be passed before attending this course. If you have not passed the course, you need to provide sufficient evidence about the skills required in the course in question. 

Software engineering -course needs to be passed before attending this course. If you have not passed the course, you need to provide sufficient evidence about the skills required in the course in question.",You will be working from Digi & Game Center. You are able (and encouraged) to present your work and project to industry specialists.,"Group evaluation will take place during December 2023.
Individual evaluation will take place during December 2023 - January 2024.",,"One credit corresponds to an average of 27 hours of work, which means that the load of 20 credits is approximately 540 hours.

The participant is expected to work approximately 6 hours per day for the duration of the course.",,,The participant will be evaluated in two ways: Group evaluation & individual evaluation. The group evaluation assesses the performance of the entire group during the course. The individual evaluation assesses the participant’s own development and achievement of goals. The total grade for the course will come from the two put together.,0-5,School of Business,0.0,20.0,0.0,0.0
HTGP0150-3002,Customer Project,5.0,Realization,"The object of the course:
You have learned many different skills and knowledge in your game production studies. These skills may include skills related to game programming, 2D&3D art, sfx or monetization. However, you may not have been able to combine these skills or you have not found situations where you could apply these skills. The answer is: Customer Project!

This project will take you through your first customer relationship and there you serve the customer to the best of your ability, utilizing your previously acquired skills. The goal is a satisfied customer!

Course competences:
Business competence
Cross-disciplinary competence in games
Game production competence
Software engineering competence
Systems and methods in ICT

The learning objectives of the course:
After the course you will be able to independently implement a customer-oriented project within your knowledge. In addition to customer service, you have acquired new technical or content production skills and are able to apply them in customer relationships. You understand the importance of communicating with and reporting with a client in a new and more in-depth way, and being able to organize and facilitate different types of events (eg workshops).","In the Customer Project, the student will find project work from a client. Enrollment to the course is non-stop, and the project may be started at any point. Guidance for the Customer Project is given by the following methods:

- Customer Project info sessions online (Autumn/Spring)
- Assignments (Project plan, project report)
- Seminar presentation of Customer Project results","Key issues include understanding the customer's (and their customers') needs, developing a solution, defining and producing project output, organizing own work and the entire customer project, and reporting on the outputs in a way that is meaningful to the project.","Student chooses relevant sources of additional information, depending on the topic of the project. Instructions for planning and reporting are found in Moodle.",Contact,"Although this course can take on new technical or content-related skills, you must still have a basic understanding of project management, game business, and the technologies you and your client select.",Student obtains a customer project and implements the development project with hour-by-hour schedule that is agreed with the customer.,,,Customer Project will be tracked by used hours for the project. 1 ECTS credit equals 27 hours of work. Approximately 135 hours of work.,,,"The student will search for the Customer Project through their networks and BIT stakeholders.

The Customer Project must be related to game industry core competences, but the content of the project is not limited to only game projects. For example if the students core skills are related to graphic design, a graphic design project for a marketing company can be accepted. Similarly if the students core skills are related to programming, a non-gaming related software project can be accepted. If the student is unsure if their project idea fits the course, they can contact the teacher in charge, who will guide with selecting suitable project content.


The Customer Project course is evaluated as Pass/Fail, the student will receive a passing mark when the project has been completed, the seminar has been held and all the necessary documentation has been delivered. There is a high emphasis on self-evaluation and reflection.",Pass/Fail,School of Business,0.0,5.0,0.0,0.0
ZZPP0520-3237,Development as an Expert,5.0,Realization,"During the course you will be prepared for studies at University of Applied Sciences and become part of the study and operating environment. You will find information about  studies and professional options in your field. You will learn to evaluate your skills, set professional goals, make choices in your studies and put them into practice. You will be prepared for a job search and will be aware of opportunities for further studies. You can evaluate, develop and maintain your well-being.",,"1st year:
You do the pre-assignments. You attend the orientation days and info sessions. You attach to the studies and community. You recognize the factors that sustain your well-being and know the guidance services of JAMK. You get to know yourself as a university level student and start to build your own study and career plan (PLP) with the guidance of your teacher tutor. You are able to operate in the learning and operating environments of JAMK, knowing your rights and responsibilities as well as ethical guidelines.

2nd-4th year:
You update your study and career plans and have an annual PLP discussion with your career tutor. You assess your skills, set professional goals for yourself, and take them into account when planning your studies. You will be prepared for a job search and be aware of career and postgraduate opportunities.

The course includes guidelines for reporting skills organized by the Language Center.",,Contact,-,,,,,,,,0-5,School of Business,0.0,5.0,0.0,30.0
